Index,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
262,2,7000,600,1 out of 4,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
263,2,15000,723,Ground out of 3,Carpet Area,Kolkata,Furnished,Family,1,Contact Owner
264,1,6000,320,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
265,2,8000,900,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
266,3,40000,1400,Ground out of 2,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Agent
267,1,6000,2160,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
268,2,15000,650,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
269,2,6500,800,1 out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
270,3,8000,800,2 out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
271,1,5500,500,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
272,3,9000,1700,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
273,1,6000,130,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
274,1,15000,505,Ground out of 3,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
275,4,30000,4000,Ground out of 3,Super Area,Kolkata,Furnished,Bachelors/Family,3,Contact Agent
276,3,30000,1250,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
277,1,5000,700,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
278,2,15000,900,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
279,1,6500,650,1 out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
280,2,4500,750,Ground out of 1,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
281,2,7000,450,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
282,1,6500,350,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
283,1,17500,480,1 out of 2,Carpet Area,Kolkata,Furnished,Bachelors,2,Contact Owner
284,2,10000,900,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
285,1,1500,200,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
286,3,25000,1100,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
287,2,12000,800,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
288,3,7500,1000,Ground out of 2,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
289,1,7000,800,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
290,1,3500,200,Upper Basement out of 4,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
291,3,10000,1190,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
292,2,14000,900,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
293,2,15000,1500,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
294,2,6500,600,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
295,3,10000,800,Ground out of 4,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
296,2,10500,800,1 out of 2,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
297,3,10000,900,Ground out of 3,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
298,1,5000,350,Ground out of 3,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
299,2,9000,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
300,2,20000,1600,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
301,3,35000,1012,2 out of 3,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
302,3,15000,1200,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
303,2,20000,700,1 out of 2,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
304,2,12000,1000,1 out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
305,2,8000,800,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
306,1,3000,500,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
307,3,20000,1200,Ground out of 1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
308,1,9000,450,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
309,3,13000,950,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
310,1,7000,350,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
311,1,9000,450,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
312,1,9000,550,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
313,2,10000,300,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
314,3,15000,1250,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
315,2,7000,700,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
316,3,8000,812,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
317,2,8000,550,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
318,1,5000,500,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
319,1,14000,320,1 out of 2,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Owner
320,2,5000,600,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
321,2,5000,420,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
322,3,12000,1100,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
323,1,3200,220,3 out of 4,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
324,2,8500,700,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
325,3,16000,1200,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
326,2,14000,800,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
327,1,8000,300,Ground out of 1,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Agent
328,2,7000,650,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
329,1,8000,600,1 out of 2,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
330,1,3000,350,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
331,1,3800,500,1 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
332,1,6500,400,1 out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
333,3,20000,1750,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
334,3,30000,1600,3 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
335,1,8000,300,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
336,2,14000,1100,1 out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
337,2,7200,830,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
338,2,7000,600,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
339,1,7000,500,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
340,2,7500,900,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
341,2,8500,1250,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
342,2,12000,700,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
343,1,8500,850,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
344,2,9500,550,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
345,2,7500,550,Ground out of 1,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
346,2,12000,1200,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
347,3,20000,1100,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
348,2,8500,650,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
349,3,20000,1050,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
350,2,6000,960,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
351,2,5500,650,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
352,1,7000,550,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
353,2,7000,500,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
354,1,6500,450,3 out of 4,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner
355,2,10000,850,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
356,1,5200,300,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
357,2,13000,1000,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
358,2,7000,500,1 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
359,2,12000,756,Ground out of 3,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
360,1,15000,1000,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
361,1,5000,150,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
362,1,8000,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
363,2,8000,700,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
364,1,5000,420,3 out of 3,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
365,2,10000,800,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
366,2,12000,288,2 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
367,2,8000,900,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
368,2,21000,850,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
369,1,5000,350,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
370,2,9000,600,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
371,2,8000,1600,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
372,2,7000,986,2 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
373,3,35000,1330,1 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
374,3,15000,1300,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
375,2,6200,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
376,2,9900,800,1 out of 4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
377,2,7000,850,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
378,1,5000,322,1 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
379,2,6500,800,Ground out of 2,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
380,4,40000,1500,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
381,3,40000,3500,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
382,2,12000,957,1 out of 2,Carpet Area,Kolkata,Furnished,Bachelors,2,Contact Owner
383,1,6500,850,1 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
384,2,10000,900,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
385,2,15000,600,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
386,1,5000,350,Ground out of 5,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
387,2,7000,800,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
388,2,6000,320,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
389,3,15000,800,Ground out of 4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
390,2,10000,700,1 out of 1,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
391,2,22000,1200,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
392,2,8500,750,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
393,3,35000,1200,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
394,2,7000,450,Ground out of 4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
395,3,8500,1430,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
396,2,6000,450,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
397,4,35000,800,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
398,1,6000,400,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
399,2,8000,650,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
400,1,5000,450,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
401,2,6000,600,Ground out of 4,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
402,3,15000,1200,1 out of 3,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
403,2,9000,700,3 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
404,1,5000,300,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
405,3,8000,1200,1 out of 4,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
406,3,35000,1300,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
407,1,5500,400,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
408,3,35000,1320,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent
409,2,11000,1000,Ground out of 1,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
410,2,10000,700,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
411,2,6500,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
412,2,6000,900,Ground out of 3,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
413,3,36125,1700,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
414,2,6800,600,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
415,2,8500,850,1 out of 2,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner
416,2,5000,550,1 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
417,1,6500,650,Ground out of 2,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
418,1,6500,800,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
419,2,4500,475,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
420,1,6000,200,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
421,1,10000,400,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
422,1,12000,500,Ground out of 2,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Agent
423,2,12000,550,2 out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
424,2,12000,800,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
425,2,9000,1000,2 out of 3,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
426,1,5000,400,Ground out of 5,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
427,1,6000,300,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
428,2,5500,450,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
429,2,5500,450,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
430,2,8500,1100,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
431,1,5000,450,2 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
432,2,23000,1100,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
433,2,5500,650,2 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
434,2,8500,780,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
435,3,22000,1100,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
436,1,5500,800,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
437,1,7000,500,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
438,1,5000,400,3 out of 5,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
439,1,5000,450,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
440,2,6500,550,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
441,2,8000,600,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
442,1,5500,200,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
443,2,6000,500,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
444,1,5500,450,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
445,2,10000,1050,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
446,3,10000,1000,2 out of 5,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
447,2,10000,1200,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
448,3,12000,1100,1 out of 1,Super Area,Kolkata,Semi-Furnished,Family,2,Contact Owner
449,1,5200,220,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
450,1,4000,350,1 out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
451,3,30000,1100,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
452,2,5146,800,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
453,2,12000,950,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
454,3,7000,1200,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
455,2,8500,700,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
456,1,7000,500,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
457,2,9500,570,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
458,2,8000,650,2 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
459,3,15000,1200,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
460,5,22500,960,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
461,2,12500,1250,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
462,3,34000,120,2 out of 5,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
463,3,14000,950,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
464,1,9500,600,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
465,2,7000,750,2 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
466,3,20000,1200,3 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
467,1,6500,400,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
468,1,7500,600,Ground out of 2,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
469,2,6500,700,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
470,2,9500,850,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
471,1,1800,500,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
472,2,7500,650,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
473,2,10000,800,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
474,3,15000,830,3 out of 4,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
475,2,7000,600,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent
476,2,6000,800,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
477,2,14000,1200,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Family,2,Contact Owner
478,2,22000,1000,Ground out of 2,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
479,2,18000,750,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
480,2,10000,800,Ground out of 3,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner
481,2,6000,1200,Ground out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
482,2,10000,750,4 out of 4,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
483,3,10000,1500,11 out of 19,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
